institution_id,institution_name,uoa_id,uoa_name,submission_fte,output_count,aggregate_ref_score
10007713,York St John University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",17.4,55,2.34
10007713,York St John University,4,"Psychology, Psychiatry and Neuroscience",14.6,65,2.67
10007713,York St John University,14,Geography and Environmental Studies,7.2,100,1.98
10007713,York St John University,17,Business and Management Studies,11.51,30,2.23
10007713,York St John University,21,Sociology,14,65,2.01
10007713,York St John University,23,Education,10.5,30,2.3
10007713,York St John University,24,"Sport and Exercise Sciences, Leisure and Tourism",13,80,2.78
10007713,York St John University,26,Modern Languages and Linguistics,11.6,55,2.67
10007713,York St John University,27,English Language and Literature,17.7,90,2.53
10007713,York St John University,28,History,9,70,2.4
10007713,York St John University,31,Theology and Religious Studies,6.2,75,2.23
10007713,York St John University,32,"Art and Design: History, Practice and Theory",11.1,50,2.16
10007713,York St John University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",16.8,55,2.84
